アカリ	明かり
ウリアゲ	売上げ
イセキ	遺跡
ゲッシャ	月謝
アヤマル	謝る
アト	跡
キク	利く
クミアワセル	組み合わせる
フモウ	不毛
ショウベン	小便
オキアイ	沖合い
クミアワセ	組み合わせ
クミアワセ	組合せ
クミアワセ	組合わせ
ヒキハナス	引離す
ケンエツ	検閲
シラセ	知らせ
シラセル	知らせる
シレル	知れる
チュウシャジョウ	駐車場
デントウ	電灯
トウダイ	灯台
アリガタイ	有難い
ヨダン	余談
カモク	課目
タンケン	探険
シラズシラズ	知らず知らず
ヒトゴロシ	人殺し
ニゲミチ	逃げ道
シャショウ	車掌
チョウ	腸
ハミガキ	歯磨き
ヨワミ	弱み
タエル	絶える
キョクタン	極端
トリカエス	取り返す
センタン	先端
タイショウ	対称
ミチバタ	道端
ホッタン	発端
アラシ	嵐
ハシ	端
ウンチン	運賃
ヤチン	家賃
マドギワ	窓際
チンギン	賃金
オリ	折
トキオリ	時折
トウシャ	投射
ショウカイ	紹介
カクトク	獲得
アオジロイ	青白い
ブタ	豚
ベツ	別
トリモドス	取り戻す
フユヤスミ	冬休み
モノ	物
アンキ	暗記
ソノモノ	その物
エンキョリ	遠距離
キヌ	絹
ガッペイ	合併
ムコウガワ	向こう側
クサ	草
マカセル	任せる
ヒク	引く
テッテイ	徹底
フチョウ	府庁
クラ	蔵
ヒキツル	引きつる
スンポウ	寸法
ノミモノ	飲み物
マグレ	紛れ
キチョウ	貴重
モトメル	求める
トコロ	所
ヒトムカシ	一昔
トジマリ	戸締まり
ツギ	次
ジジョ	次女
ショウゲキ	衝撃
ショウトツ	衝突
シマル	締まる
アブク	泡
ツギツギニ	次々に
サイソク	催促
ショウテン	焦点
ヒトシイ	等しい
シオミズ	塩水
ウエル	植える
ウバウ	奪う
ヒトナミ	人並み
アマド	雨戸
カイコ	解雇
コヨウ	雇用
ヤクス	訳す
カサイ	火災
ワザワイ	災い
サイガイ	災害
センサイ	戦災
チッソク	窒息
ボウサイ	防災
ヒンキャク	賓客
アクリョク	握力
フエ	笛
ヒャクショウ	百姓
クラシ	暮らし
クレ	暮れ
カワセ	為替
ダイタイ	代替
オキアイ	沖合
ブンセキ	分析
ミダス	乱す
キンシュ	禁酒
ヨキン	預金
スキキライ	好き嫌い
ダイキライ	大嫌い
フキゲン	不機嫌
カカワル	係わる
カンカ	感化
カンイ	簡易
カンタン	簡単
チラシ	散らし
チラシ	散らし
チラバル	散らばる
ケイハク	軽薄
ジョウホ	譲歩
ウスメル	薄める
メイショウ	名称
キンニク	筋肉
コタエ	答
ニク	肉
ニクシン	肉親
オオモリ	大盛り
ノウゼイ	納税
ナットク	納得
ツワモノ	強者
ナニユエ	何故
ナゼ	何故
イマシメ	戒め
ジュモク	樹木
ハライコム	払い込む
イショクジュウ	衣食住
ミブリ	身振り
チョウセン	挑戦
ホウモツ	宝物
タカラモノ	宝物
ウチアワセ	打ち合わせ
ウチアワセ	打ち合せ
ウチアワセ	打合せ
ウチアワセ	打合わせ
ウチアワセル	打ち合わせる
サッカク	錯覚
ショウ	章
ビョウ	秒
ブンショウ	文章
シンゾウ	心臓
オシム	惜しむ
カラ	殻
ホウリツ	法律
カッコク	各国
カクチ	各地
テアライ	手洗い
スイセン	水洗
センメン	洗面
センメンジョ	洗面所
サソウ	誘う
ユウドウ	誘導
ユウワク	誘惑
ノム	飲む
ニイサン	兄さん
ハジメニ	始めに
ウルオイ	潤い
フンソウ	紛争
サカエル	栄える
ハエル	栄える
チンタイ	賃貸
バッスル	罰する
カシダシ	貸し出し
タットブ	貴ぶ
トウトブ	貴ぶ
ジキニ	直に
ジカニ	直に
オレ	俺
ヒョウサツ	表札
ヤリナオシ	やり直し
ヤリナオス	やり直す
ジメツ	自滅
シュウキョウ	宗教
メツボウ	滅亡
ゴクロウサマ	ご苦労さま
ヨリミチ	寄り道
ニセル	似せる
ソクシン	促進
コウハン	甲板
カンパン	甲板
シンチョウ	慎重
ヒカエル	控える
コウソ	控訴
オモイコム	思い込む
ツケコム	付け込む
ニワトリ	鶏
シキ	式
トオカ	１０日
オクル	贈る
ワシキ	和式
ヒッカカル	引っ掛かる
チョクレツ	直列
フナレ	不慣れ
イチイチ	一一
ヒビキ	響き
ニギル	握る
キャクショク	脚色
ドウルイ	同類
ヒグレ	日暮れ
サンショウ	参照
ショウメイ	照明
ボンチ	盆地
ヒキカエ	引き替え
ヒキカエ	引替え
ミチジュン	道順
ウチュウ	宇宙
サケ	酒
トドメル	留める
ヌグ	脱ぐ
イッキョニ	一挙に
ユルイ	緩い
キンセン	金銭
ゾウオ	憎悪
キゼツ	気絶
ウエル	飢える
シュクデン	祝電
ウスイ	薄い
ヨクソウ	浴槽
マガリカド	曲がり角
イイカエス	言い返す
コウドウ	講堂
ショクドウ	食堂
イイカゲン	いい加減
リッキョウ	陸橋
シミ	染み
グチ	愚痴
ヤシナウ	養う
サキホド	先程
タンキ	短気
ヒカン	悲観
ヒゲキ	悲劇
カナシミ	悲しみ
テガラ	手柄
ヒッシニ	必死に
テゴタエ	手応え
ソウサ	操作
タイソウ	体操
ケイタイ	携帯
テイケイ	提携
メイシン	迷信
オク	奥
カイボウ	解剖
コクデン	国電
ツケモノ	漬物
ジュンジョウ	純情
シンダン	診断
シンリョウ	診療
カシダス	貸し出す
カイモノ	買物
スマイ	住まい
セキハン	赤飯
サツエイ	撮影
ジョウトウ	上等
トクソク	督促
ノウドウテキ	能動的
ハンジョウ	繁盛
タンジョウ	誕生
ナクス	無くす
ナクナル	無くなる
ムキブツ	無機物
ムセイブツ	無生物
サイ	再
サライゲツ	再来月
シンリャク	侵略
クライ	位
ケッサク	傑作
アワテル	慌てる
ナガメル	眺める
カケル	掛ける
ウラミ	恨み
オク	置く
ブショウ	無精
カンシャ	感謝
タクラミ	企み
キュウコウ	休講
シャザイ	謝罪
ロウニャク	老若
ロウジャク	老若
スウ	吸う
シン	真
フヨウ	扶養
マッスグ	真っ直ぐ
リュウ	流
ハヤル	流行る
サガシマワル	探し回る
ミナラウ	見習う
サス	刺す
トマル	留まる
ハイシャ	歯医者
メイシ	名刺
シゲキ	刺激
ココロガケル	心がける
トウチャク	到着
トウライ	到来
ミチノリ	道のり
ニュウセキ	入籍
アリアワセ	有り合わせ
アリアワセ	有り合せ
ソヨカゼ	そよ風
イツノマニカ	いつの間にか
マモナク	間もなく
チラカル	散らかる
ツカノマ	つかの間
ダレ	誰
クチゴモル	口ごもる
クチグチニ	口々に
ウスマル	薄まる
クチゲンカ	口げんか
トウメイ	透明
フトウメイ	不透明
テヌグイ	手ぬぐい
ヤリスゴス	やり過ごす
ツナミ	津波
メグル	巡る
スコシモ	少しも
オル	折る
カベ	壁
イネ	稲
ハナレル	放れる
カリニ	仮に
カナシイ	悲しい
アンサツ	暗殺
ハチ	鉢
コクイッコク	刻一刻
アヤツル	操る
トウゲ	峠
ブンレツ	分裂
キリステル	切り捨てる
タズサエル	携える
ビンカン	敏感
レイゾウ	冷蔵
オクユキ	奥行
トリ	鳥
トリイ	鳥居
チョット	一寸
タンジュン	単純
ゼセイ	是正
リョウ	料
ミツメル	見詰める
メシ	飯
サバク	裁く
タツ	裁つ
ハイジョ	排除
ハイスイ	排水
ジョウ	状
ミヨリ	身寄り
ユウフク	裕福
ヨユウ	余裕
チュウケン	中堅
コウガクブ	工学部
タテル	建てる
ツウヤク	通訳
バイタイ	媒体
ウリコム	売り込む
ウキ	雨季
ヒカエシツ	控え室
ワリコム	割り込む
カオダチ	顔立ち
ゴウトウ	強盗
センリツ	旋律
ヌスム	盗む
ワゴ	和語
オクリモノ	贈物
シバイ	芝居
オサナナジミ	幼なじみ
プロヤキュウ	プロ野球
ヨコヅナ	横綱
カヘイ	貨幣
ジエイギョウ	自営業
アケル	空ける
スイコム	吸い込む
キュウシュウ	吸収
ムナシイ	空しい
コキュウ	呼吸
ウエジニ	餓死
ガシ	餓死
エツラン	閲覧
コテン	古典
ノビル	伸びる
サグル	探る
テンケイ	典型
ジテン	辞典
ナス	為す
キュウクツ	窮屈
ワキ	脇
オミヤゲ	お土産
サットウ	殺到
ツユイリ	梅雨入り
トリアツカイ	取り扱い
サカラウ	逆らう
ニクシミ	憎しみ
コキャク	顧客
セカス	急かす
キュウヨウ	急用
ツクス	尽くす
オオイソギ	大急ぎ
ワカス	沸かす
ネガエリ	寝返り
カンゴ	看護
カンゴフ	看護婦
カンバン	看板
ヨス	止す
ヤム	止む
イキドマリ	行き止まり
ヒキトメル	引き止める
ヒキトメル	引止める
トメドナク	止めどなく
ソショウ	訴訟
ソウベツカイ	送別会
トモナウ	伴う
ケイカイ	警戒
ミノウ	未納
イイカエル	言い換える
フクシ	福祉
サンボン	三本
ブタニク	豚肉
メイヨ	名誉
アンジ	暗示
カンゲイ	歓迎
ドウジン	同人
カワイソウ	可哀相
カルハズミ	軽はずみ
キンベン	勤勉
カマエル	構える
チョウヤク	跳躍
ベンキョウ	勉強
ダイダイ	代々
エンソウ	演奏
ガクワリ	学割
ガクワリ	学割り
サク	割く
ワリビク	割り引く
ワリビク	割引く
ワレル	割れる
イキ	粋
キカザル	着飾る
ワリアイニ	割合に
ヤミ	闇
ガクフ	楽譜
チカヅケル	近づける
サワギ	騒ぎ
ソウオン	騒音
ソウドウ	騒動
マギレル	紛れる
キク	聞く
イタム	傷む
ミナゲ	身投げ
アイヅチ	相づち
ヨクジツ	翌日
ヨクネン	翌年
ゲシ	夏至
ジャグチ	蛇口
タイヨウ	太陽
ヨウ	陽
クッツケル	くっ付ける
ブツケル	打付ける
カラダツキ	体付き
オイコス	追い越す
ハバツ	派閥
ツケ	付け
ツケル	付ける
キヲツケル	気を付ける
コトヅケル	言付ける
ヒキノバス	引き延ばす
ヒッツク	引っ付く
ヤッツケル	やっ付ける
アラッポイ	荒っぽい
セツナイ	切ない
キレ	切れ
キレル	切れる
ウリキレ	売り切れ
ウリキレル	売り切れる
チギレル	千切れる
ヤリキレナイ	やり切れない
ユビキリ	指切り
コシツ	固執
ジゴ	事後
セツ	説
トク	説く
ダンペン	断片
シマル	閉まる
ハヤメル	速める
ジマエ	自前
ヨクバリ	欲張り
ヨビカケ	呼び掛け
ハミデル	食み出る
ハミダス	食み出す
セイゴ	生後
フジョ	扶助
ベンショウ	弁償
ミンセイ	民生
ユラグ	揺らぐ
ウミ	生み
シンケン	真剣
メンキョ	免許
レンコウ	連行
アリガトウ	有難う
ナンナク	難なく
ドウモアリガトウ	どうも有難う
キセイ	既成
イコイ	憩い
サシミ	刺身
ホル	掘る
トリアツカウ	取り扱う
スイセン	推薦
ソコネル	損ねる
タンサン	炭酸
チラス	散らす
トナリ	隣
タテヨコ	縦横
ジュウオウ	縦横
クノウ	苦悩
ナヤミ	悩み
スグレル	優れる
チュウカ	中華
ソレゾレ	夫れ夫れ
ハナヤカ	華やか
オンセン	温泉
コウブ	後部
ジョウブ	上部
イズミ	泉
ヨフカシ	夜更かし
イマシメル	戒める
ムラガル	群がる
ムレル	群れる
ボウギョ	防御
セイギョ	制御
ハンイ	範囲
ヨウシツ	洋室
ドレ	何れ
ドレドレ	何れ何れ
ナニゲナク	何気無く
ナニカト	何かと
イネムリ	居眠り
フユ	冬
トウキ	冬季
ドウチ	同地
ナントナク	何となく
ヘイ	塀
クチビル	唇
カワ	皮
スイガラ	吸い殻
ヒトアシ	一足
イッソク	一足
テツガク	哲学
ツケタス	付け足す
ホンギョウ	本業
アシアト	足あと
キチガイ	気違い
ギョギョウ	漁業
ギョセン	漁船
バチガイ	場違い
チガイナイ	違いない
ショウボウシャ	消防車
フンスイ	噴水
トウホウ	東方
コウバン	鋼板
コウハン	鋼板
カミガタ	上方
カイシャク	解釈
シャクホウ	釈放
カミワザ	神業
ジコ	自己
マネ	真似
バンメ	番目
カレル	枯れる
カレハ	枯れ葉
マワシ	回し
ジュツゴ	術語
ネドコ	寝床
チョキン	貯金
ハナシコム	話込む
ヒカエシツ	控室
メス	雌
ゼン	禅
ダキョウ	妥協
イセイ	威勢
イチジキン	一時金
ケンイ	権威
クラス	暮らす
テヅクリ	手作り
コクミンネンキン	国民年金
コウイン	行員
ゴウカ	豪華
ドナル	怒鳴る
ミチビク	導く
ワスレモノ	忘れ物
コヅツミ	小包み
ハドメ	歯止め
ソナエツケル	備え付ける
ビコウ	備考
ヨビコウ	予備校
オタク	お宅
イチダイ	一大
エンタイ	延滞
ジュウタイ	渋滞
タイザイ	滞在
テイタイ	停滞
マカナウ	賄う
オオサジ	大さじ
トマル	泊まる
ビショウ	微笑
タチ	立ち
リッポウメートル	立方メートル
タチアイ	立ち合い
カイギョウ	開業
ユズル	譲る
ゼッコウ	絶交
ハナシカケル	話しかける
シツレイ	失礼
チョウレイ	朝礼
スキトオル	透き通る
クウフク	空腹
ショウジョウ	症状
ダサンテキ	打算的
ニッコウヨク	日光浴
ヒキザン	引き算
ヒキザン	引算
ワリザン	割り算
ハイザラ	灰皿
ザンテイ	暫定
ハンシャテキ	反射的
スベル	滑る
クキ	茎
シャカイガク	社会学
ガク	学
ソウコ	倉庫
ランザツ	乱雑
オシウリ	押し売り
ミトドケル	見届ける
ヒトリデ	独りで
ヒキモドス	引き戻す
ヒル	昼
ヒトリデニ	独りでに
モドル	戻る
ヒルマ	昼間
チュウショク	昼食
ドクトク	独得
タカ	高
オチャ	お茶
アワセル	併せる
チャ	茶
カンゾウ	肝臓
カンジン	肝心
ソダテル	育てる
モッテイク	持っていく
ハシラ	柱
デンチュウ	電柱
ハグクム	育む
エンガン	沿岸
ハツコイ	初恋
ナゾ	謎
ゾイ	沿い
タクイツ	択一
ビミョウ	微妙
ミサキ	岬
ガッショウ	合唱
ドウギ	動議
コマ	独楽
モラス	漏らす
ツキナミ	月並
アライ	荒い
チュウキョウ	中京
トクメイ	匿名
ワカツ	分かつ
マツリ	祭り
ワカチ	分かち
カタマル	固まる
フクロ	袋
コイ	濃い
マン	万
モウシワケナイ	申し訳ない
キョウコウ	恐慌
ツク	着く
ツケル	着ける
サクイン	索引
ジョウズル	乗ずる
ソウサク	捜索
マエマエ	前々
ケッセン	決戦
マコトニ	誠に
セイイ	誠意
セイジツ	誠実
イタム	痛む
レンセン	連戦
ジッセン	実戦
ソナエル	具える
フレアウ	触れ合う
イキ	生き
ボウネンカイ	忘年会
オソウ	襲う
シュウゲキ	襲撃
ホウワ	飽和
サシミ	刺し身
ユキ	雪
ナダレ	雪崩
オモイツキ	思いつき
シッピツ	執筆
フデ	筆
ボウサン	坊さん
マンネンヒツ	万年筆
イイブン	言い分
リツ	率
サンザン	散々
キョウクン	教訓
クンレン	訓練
ヤマイ	病
ジョウジョウ	上々
アビル	浴びる
ヤキニク	焼肉
サンブ	三部
オサマル	納まる
ハイユウ	俳優
オサメル	納める
ジドウ	児童
ジッタイ	実体
オオゴエ	大声
ドウワ	童話
ツカレル	疲れる
サムライ	侍
タカラ	宝
トカス	溶かす
ミガラ	身柄
ヒトガラ	人柄
ゼンアク	善悪
ネンリキ	念力
ガラ	柄
チチュウ	地中
オドロキ	驚き
マヤク	麻薬
チカラダメシ	力試し
ジュウロク	十六
シャカイジギョウ	社会事業
ムネ	胸
ソウゾウシイ	騒々しい
アイタイ	相対
ムスメ	娘
カコウ	囲う
スナ	砂
ユウレイ	幽霊
チホウギカイ	地方議会
カブ	下部
ホロビル	滅びる
ミトレル	見とれる
アセル	焦る
イタワル	労る
シオ	塩
レイダイ	例題
アヤマリ	誤り
ゴカイ	誤解
ホウテイ	法定
シゼンニ	自然に
ウカブ	浮かぶ
カタヅケル	片付ける
フジョウ	不定
ヒッカケル	引っ掛ける
ガイライ	外来
サシカカル	差し掛かる
モハヤ	最早
ジョウナイ	場内
ココロガケル	心掛ける
ハヤク	早く
ハヤビケ	早引け
ハヤビキ	早引き
ネンライ	年来
ハヤバヤ	早々
ソウソウ	早々
シュミ	趣味
ケッカン	欠陥
ドウ	胴
ドウタイ	胴体
カエル	替える
トラワレル	捕われる
ショサイ	書斎
ヒトゴミ	人ごみ
ダイヒョウテキ	代表的
マアジャン	麻雀
マージャン	麻雀
ミノガス	見逃す
イチョウ	胃腸
ノリオクレル	乗り遅れる
オクレル	遅れる
ハナシカタ	話し方
イッテ	一手
ジュンジョ	順序
レイキン	礼金
レイフク	礼服
ジゼン	慈善
オトウト	弟
デシ	弟子
ゲジュン	下旬
ツヨミ	強み
ジョウジュン	上旬
チュウジュン	中旬
ガクナイ	学内
ウデ	腕
キアイ	気合
コクガク	国学
ニッシュツ	日出
オシモンドウ	押し問答
カキコトバ	書き言葉
ショウコク	小国
ハガキ	葉書
シュンカシュウトウ	春夏秋冬
フタナヌカ	二七日
シャダンキ	遮断機
オテツダイサン	お手伝いさん
シュシ	趣旨
ダイニン	代人
ツタエル	伝える
ヨウシ	要旨
シモキ	下期
コンキ	今期
カウ	飼う
ハタラク	働く
イチジキ	一時期
ニキ	二期
ガイヤ	外野
コウシャ	校舎
イナカ	田舎
オチアウ	落ち合う
オコナイ	行い
ギゾウ	偽造
シンギ	真偽
ギソウ	偽装
オウベイ	欧米
ヒカク	比較
ヒキシメル	引締める
トリマトメル	取りまとめる
アイテドル	相手取る
スキ	好き
サキホド	先ほど
スキズキ	好き好き
イチブ	一分
キョウワ	協和
ノケル	退ける
ドケル	退ける
イチジルシイ	著しい
ニブン	二分
ウメボシ	梅干し
タチノク	立ち退く
キザシ	兆し
ノク	退く
シリゾク	退く
ヒク	退く
ナゾラエル	準える
ジュンキュウ	準急
トコ	床
トコノマ	床の間
ゼンシャ	全社
フンガイ	憤慨
モウシコミ	申込み
モウシコミ	申込
ノーベルショウ	ノーベル賞
ナレ	慣れ
シュウカン	習慣
チヒョウ	地表
ニギリシメル	握り締める
クワシイ	詳しい
ショウサイ	詳細
センゴク	戦国
ミンセイ	民政
イクサ	戦
ドノヘン	どの辺
センチュウ	戦中
オチイル	陥る
ハゲム	励む
ソウムブ	総務部
エイキ	英気
カイツウ	開通
ミドリ	緑
カヨイ	通い
トオシ	通し
コウザン	高山
サンカン	山間
ソンチョウ	尊重
イル	要る
ヤマテ	山手
イシケッテイ	意思決定
テイコウ	抵抗
ムカイ	向い
キョウハク	脅迫
ジツギョウカ	実業家
ヨワル	弱る
イシアタマ	石頭
トウ	頭
アタマ	頭
カシラ	頭
イワイ	祝い
シュクジツ	祝日
チヂマル	縮まる
レイ	礼
フケル	更ける
シブイ	渋い
マド	窓
マドグチ	窓口
ゴト	毎
マイ	毎
ゲリ	下痢
ジュウドウ	柔道
ドウチョウ	同調
シキイ	敷居
ノリカエ	乗換え
ヤワラカイ	柔らかい
オイシャサン	お医者さん
ヒサシブリ	久し振り
ジュリョウ	受領
ソウリョウジ	総領事
キガネ	気兼ね
ハタ	旗
コッキ	国旗
ネムケ	眠気
キョリ	距離
ミアタル	見当たる
シュウトメ	姑
コウゾク	後続
トウノ	当の
トウジ	当事
デアイ	出合い
ミアタラナイ	見当たらない
ソクシ	即死
ドウギョウ	同業
マカス	負かす
オンブ	負んぶ
フクショク	服飾
オマケ	お負け
アミ	網
ソウ	沿う
シジン	詩人
ムカシ	昔
テンメツ	点滅
トゲル	遂げる
テイジ	定時
ハンエイ	繁栄
ヘンイ	変移
サシアタリ	差し当たり
ユビサス	指差す
チョウ	兆
ドノ	殿
ヒトサシユビ	人差し指
マザル	混ざる
ギイン	議院
ジンジイン	人事院
センポウ	戦法
ウヨク	右翼
サヨク	左翼
ツバサ	翼
リョウ	猟
カタオモイ	片思い
ナラス	慣らす
ウシ	牛
ギュウニク	牛肉
ジサク	自作
タテカエル	立て替える
ナキゴエ	泣き声
ニンゲンテキ	人間的
トビアガル	飛び上がる
ブブンテキ	部分的
テキ	敵
ヒャッカジテン	百科辞典
ハツユキ	初雪
ミリョク	魅力
マッキテキ	末期的
キライ	嫌い
サンセン	三選
シンリガク	心理学
オトロエル	衰える
イヤ	嫌
カエリミル	顧みる
セイスル	制する
トメル	泊める
モシモ	若しも
リッコク	立国
ネマキ	寝間着
コオル	凍る
イチニ	一二
ヒキカエス	引返す
キワメテ	極めて
ケツエキ	血液
ゴテ	後手
イキカエル	生返る
ブレイ	無礼
サンド	三度
カクシュ	各種
タネ	種
チョウ	蝶
ネンサン	年産
ヒンケツ	貧血
ヒンコン	貧困
ベイジン	米人
キョウド	強度
シミル	染みる
シキチ	敷地
ユリ	百合
ヨウゴ	擁護
イショウ	衣装
イリョウ	衣料
チョウホウ	重宝
イエガラ	家柄
カタ	肩
コウケン	高見
ハライモドス	払い戻す
カタガキ	肩書
カタガワリ	肩代わり
チュウコウ	中高
エンガワ	縁側
エンダン	縁談
フクメル	含める
ドウジダイ	同時代
トウキ	当期
カミキ	上期
コマル	困る
サンカ	酸化
サンセイ	酸性
サンソ	酸素
ハツユメ	初夢
ホウケンテキ	封建的
アニ	兄
キョウダイ	兄弟
テモチ	手持ち
マギラワシイ	紛らわしい
リョウ	量
バッキン	罰金
バッソク	罰則
ノナカ	野中
ケッスル	決する
イカリ	怒り
オコル	怒る
ショウメツ	消滅
フタミ	二見
ヒジョウニ	非常に
オヨグ	泳ぐ
カネンブツ	可燃物
シュドウ	手動
タズネル	尋ねる
スイエイ	水泳
センテ	先手
レンドウ	連動
モヤス	燃やす
トセイ	都政
キソ	基礎
キョウセイ	共生
ジュウニブン	十二分
フユカイ	不愉快
ユカイ	愉快
チョウコウ	兆候
カタサ	堅さ
アマグ	雨具
ゴジ	誤字
フハイ	腐敗
カン	観
ゴジツ	後日
ソフ	祖父
ソボ	祖母
ボウセキ	紡績
シャメイ	社名
ヨウジ	幼児
イッセン	一戦
キャクホン	脚本
オモムキ	趣き
トトノエル	整える
セイスウ	整数
カンキ	乾期
カギ	鍵
シホンキン	資本金
ソウタイ	総体
ダンラク	段落
オウチャク	横着
ニモツ	荷物
シュッカ	出荷
ツウカン	通関
エリ	襟
シャガイ	社外
シオ	潮
ミワク	魅惑
ウメ	梅
オモテムキ	表向き
バカ	馬鹿
ジカ	自家
シュクハク	宿泊
コクサイジン	国際人
テジョウ	手錠
シュワ	手話
フカサ	深さ
ウスギ	薄着
ヨウジンブカイ	用心深い
ナサケブカイ	情け深い
ローマジ	ローマ字
コウセイ	後世
アザ	字
ジビキ	字引
ジカク	字画
クチゴタエ	口答え
シブル	渋る
ボク	僕
マイ	枚
サクラ	桜
ナメラカ	滑らか
シンタイ	新体
セイ	製
チョウジャ	長者
エンカツ	円滑
イチグン	一軍
コドク	孤独
コリツ	孤立
ヌル	塗る
カケ	賭け
オウゴン	黄金
コガネ	黄金
コウブンショ	公文書
ゼンブン	全文
ミステル	見捨てる
ドウオン	同音
ハンタイセイ	反体制
イチゲン	一元
ミホンイチ	見本市
シセイ	市政
オカス	冒す
ホショウ	保障
メイゲツ	明月
モウシブンナイ	申し分無い
バイショウ	賠償
サマ	様
ヨウ	様
キノドク	気の毒
ナカガイ	仲買
ハイク	俳句
モンク	文句
ゲツナイ	月内
シュセン	主戦
ジュミョウ	寿命
セツモン	設問
センダイ	千代
エハガキ	絵葉書
タテフダ	立て札
カイシン	改新
ゼンメツ	全滅
ヒカクテキ	比較的
サス	注す
チュウイブカイ	注意深い
ヨウチュウイ	要注意
ヨンホン	四本
ネエサン	姉さん
ドウスウ	同数
ネンスウ	年数
アラス	荒す
イマヒトツ	今一つ
ソウリダイジン	総理大臣
ダイジン	大臣
カイセイ	回生
クサリ	鎖
サコク	鎖国
タチ	達
ニイン	二院
クサル	腐る
ヘイサ	閉鎖
チチュウカイ	地中海
イッシン	一新
ウンヨク	運良く
シキサイ	色彩
フハツ	不発
テギワヨク	手際良く
ヒトツヒトツ	一つ一つ
ヒビク	響く
トリカカル	取り掛かる
ショカイ	初回
ショシュツ	初出
ネンショ	年初
ゴウキン	合金
ガッサク	合作
リテン	利点
オカエリナサイ	お帰りなさい
ドウアゲ	胴上げ
アイショウ	相性
クミタテ	組み立て
オカエリ	お帰り
ゴウホウテキ	合法的
コクチ	告知
セイソウ	清掃
ソウジ	掃除
ダイダイテキ	大々的
クモ	雲
キセイ	既製
コウミンケン	公民権
シミンケン	市民権
キョウケン	強権
ジッケン	実権
ヨウハ	要は
マガリ	間借り
カンシンジ	関心事
ショシンシャ	初心者
スイリョウ	推量
ジミチ	地道
ハックツ	発掘
タテ	縦
フキコム	吹き込む
ソウジュウ	操縦
ニホンダテ	二本立て
タチアイ	立ち会い
ネガオ	寝顔
ツキル	尽きる
セイジリョク	政治力
カイハツブ	開発部
テゴロ	手ごろ
ツドイ	集い
アイテカタ	相手方
チョチク	貯蓄
シュチュウ	手中
ダイサンゴク	第三国
ザイライ	在来
ジザイ	自在
ジク	軸
ヒトナカ	人中
トウム	党務
オバケ	御化け
アンケン	案件
キョウダイ	強大
ケットウ	結党
コウテンテキ	後天的
ジュンサ	巡査
マチドオシイ	待ち遠しい
テンキヨホウ	天気予報
テッペン	天辺
テンプラ	天ぷら
アマノガワ	天の川
ニンキモノ	人気者
ダンイン	団員
ニュウダン	入団
ツカレ	疲れ
ヒロウ	疲労
ケイト	毛糸
ザンパイ	惨敗
サンパイ	惨敗
ランカク	乱獲
イチモン	一問
イッシュン	一瞬
ゲンブツ	現物
シュンカン	瞬間
セイブツガク	生物学
カテン	加点
イチダイ	一代
オシエゴ	教え子
ヤブレル	敗れる
サンダイ	三代
イチゴ	一期
ミナサン	皆さん
ヒショ	避暑
コウシ	公子
コウヨウ	公用
ヒキウケ	引き受け
チホウコウムイン	地方公務員
モチマエ	持ち前
ジュウナン	柔軟
ヒトミ	瞳
フジュン	不純
セック	節句
ギテイショ	議定書
シンショ	新書
キシャ	汽車
キュウシンリョク	求心力
フンカ	噴火
スシ	寿司
ヤシュ	野手
イタル	至る
ハツバショ	初場所
ショテイ	所定
ツキアタリ	突き当たり
ニュウショ	入所
キメ	決め
ケツ	決
ナニトゾ	何卒
ムスビツキ	結び付き
ホコリ	誇り
チョウエツ	超越
ノバス	延ばす
セキトリ	関取
アマモリ	雨漏り
スイジョウ	水上
センシュ	先取
メサキ	目先
ギセイ	犠牲
ネダル	強請る
ゼンチョウ	全長
チツジョ	秩序
アメフリ	雨降り
ドノグライ	どの位
ドノクライ	どの位
ウンテンシ	運転士
サッコン	昨今
テイコク	帝国
テンカ	添加
テンプ	添付
マキゾエ	巻き添え
フタツメ	二つ目
トキホグス	解きほぐす
ヒョウケツ	表決
ヒヤアセ	冷や汗
ギョウセイキカン	行政機関
トシケイカク	都市計画
ゲンシ	原資
アシカラズ	悪しからず
ワルギ	悪気
サンジカン	参事官
カワカミ	川上
ゾウサン	増産
ゾウシ	増資
ゾウセツ	増設
カカリチョウ	係長
コウハツ	後発
ジハツ	自発
ヨゴス	汚す
アイダジュウ	間中
スモウ	相撲
ホンケ	本家
メイゲン	明言
モチイエ	持ち家
クロウト	玄人
トウケツ	凍結
ハクジャク	薄弱
レイトウ	冷凍
カワグチ	川口
コウカイ	後悔
ツイデ	序で
ショウシャ	勝者
シンジョウ	心情
ホリ	堀
イッセイ	一世
クヤシイ	悔しい
タクワエル	蓄える
ケッショウテン	決勝点
ショメン	書面
タイメン	対面
トウニュウ	投入
ハラ	腹
トウカ	投下
トウシン	投信
イシヒョウジ	意思表示
シタジキ	下敷
キク	菊
カダン	花壇
シキブトン	敷布団
ドンブリ	丼
キク	効く
ギュウニュウ	牛乳
キョウダ	強打
コウイシツ	更衣室
ズシ	図示
セイズ	製図
タモクテキ	多目的
ウチダス	打ち出す
チチ	乳
ブンカ	分化
マジュツ	魔術
ズウズウシイ	図々しい
タハツ	多発
ケムリ	煙
キンエン	禁煙
サライシュウ	再来週
サンナン	三男
ジュクゴ	熟語
ゼンブン	前文
トウミン	冬眠
シンデン	新田
ブンカジン	文化人
フチ	縁
エンギ	縁起
ハンベイ	反米
ムエン	無縁
マル	丸
